ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Citizenship,Age,Lifetime Days,Has Linkedin,City,Industry,Interviewed,Pathfinder Assigned,Customer Call Status,Languages,Completeness,Country,Country Code,Continent Code,Longitude,Latitude,Continent
1417,RoomMaster,AIIP 2020,Free Trial,Mid-career Leader,AIIP 2020,checked,male,,,214.0,,,,,checked,None,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1418,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Insurance,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1419,RoomMaster,,Premium Paying,Mid-career Leader,ALUSB 2016 Alumni ISA,checked,,,,61.0,checked,,,,checked,,,40.0%,Unknown,,,,,
1420,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1421,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,,Nairobi,,,checked,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1422,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,,,214.0,,Kigali,,,,None,,72.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
1423,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Toronto,,,,None,,68.0%,Canada,CA,,-107.991707,61.0666922,North America
1424,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1425,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Santa Santa,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
1426,RoomMaster,The Room staff,Staff Membership,Young Leader,LP Nairobi 2018,checked,female,,,214.0,checked,Nairobi,,,checked,None,English; Swahili,84.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1427,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,,Education,,,Completed,,72.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1428,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1429,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,,214.0,checked,,,,checked,Completed,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1430,RoomMaster,Existing Room member,Free Trial,Senior Leader,Advisory Council,checked,male,,,214.0,,Washington D.C.,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
1431,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Kigali,Education,,,None,,76.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
1432,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,,,,checked,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1433,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,female,,20-30,214.0,,Nairobi,,,,Completed,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1434,RoomMaster,,Premium Paying,Mid-career Leader,ALUSB 2016 Alumni ISA,checked,,,,61.0,,,,,checked,,,36.0%,Unknown,,,,,
1435,RoomMaster,Existing Room member,Founding Member,Senior Leader,Advisory Council,checked,male,,40-50,366.0,,Virginia,,Interview,checked,Completed,,80.0%,United States of America,US,,-100.4458825,39.7837304,North America
1436,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Kigali,Education,,,Completed,,76.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
1437,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,,,214.0,,GWERU,,,checked,None,,76.0%,Zimbabwe,ZW,AF,29.35365015971339,-19.01688,Africa
1438,RoomMaster,,Premium Paying,Mid-career Leader,ALUSB 2016 Alumni ISA,checked,female,,,61.0,,,,,checked,,,40.0%,Unknown,,,,,
1439,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Cape Town,,,checked,,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1440,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,,,214.0,,Kigali,,,,Completed,English; French; German,76.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
1441,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1442,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,Parent,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1443,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALUSB Alumni,checked,male,,,214.0,,,,,,Completed,,68.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
1444,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,,,366.0,,Mountain View,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
1445,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,,,,None,,68.0%,Guinea,GN,AF,-10.7083587,10.7226226,Africa
1446,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,Conakry,,,,Completed,,72.0%,Guinea,GN,AF,-10.7083587,10.7226226,Africa
1447,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,checked,Sandton,,,,Completed,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1448,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,ALUSB Alumni,checked,male,,,214.0,,Kampala,,,checked,Completed,,76.0%,Zimbabwe,ZW,AF,29.35365015971339,-19.01688,Africa
1449,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Johannesburg,,,,Completed,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1450,RoomMaster,Joined post-Sprint - June,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,153.0,,Pamplemousses,Education,,,,,72.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1451,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,,,214.0,,Dakar,,,,None,,72.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1452,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,20-30,214.0,checked,Nairobi,,,checked,Completed,,84.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1453,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,214.0,,Stamford,,,,Completed,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
1454,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,School of Wildlife Conservation,checked,female,,,366.0,,,,,checked,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1455,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,,female,,,214.0,,Casablanca,,,,Completed,,68.0%,Morocco,MA,AF,-7.3362482,31.1728205,Africa
1456,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,,,214.0,,Rabat,,,,Completed,,72.0%,United Arab Emirates,AE,AS,53.9994829,24.0002488,Asia
1457,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,30-40,214.0,,Pamplemousses,Education,,,Completed,,80.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1458,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,Dakar,,,,Completed,,72.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1459,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,female,,,366.0,checked,Nairobi,,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1460,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,,,,214.0,,,,,,None,,64.0%,Mauritania,MR,AF,-9.2399263,20.2540382,Africa
1461,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Accra,,,,None,,72.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
1462,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Lausanne,,,,None,,68.0%,Switzerland,CH,EU,8.444947437939408,46.813331250000005,Europe
1463,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,Education,,,None,,72.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1464,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,,female,,,214.0,,London,,,,None,,68.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1465,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1466,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1467,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Entrepreneur in Residence,checked,female,,,366.0,,London,,,,None,,72.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1468,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Nairobi,Insurance,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1469,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,61.0,,,Social Media,,,,,64.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
1470,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Nairobi,,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1471,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Johannesburg,,,,None,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1472,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Grand Bay,Social Media,,,Completed,,76.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1473,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,male,,20-30,214.0,,Dar es Salaam,Agriculture,,,Completed,,80.0%,Tanzania,TZ,AF,35.7878438,-6.5247123,Africa
1474,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,,male,,,214.0,,Nairobi,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1475,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2017 Alumni ISA,checked,female,,,153.0,checked,,,,checked,,,72.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1476,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Johannesburg,,,,Completed,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1477,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,,,214.0,,,,,,None,,68.0%,Ethiopia,ET,AF,38.6521203,10.2116702,Africa
1478,RoomMaster,Joined post-Sprint - June,Founding Member,Senior Leader,,checked,male,,,153.0,,,,,,,,60.0%,India,IN,AS,78.6677428,22.3511148,Asia
1479,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,30-40,214.0,,Nairobi,,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1480,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1481,RoomMaster,,Staff Membership,Mid-career Leader,ALA Alumni,checked,female,,,153.0,,,,,,,,36.0%,Unknown,,,,,
1482,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,,214.0,,Johannesburg,,,,None,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1483,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,,,,Completed,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1484,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,male,,,184.0,,Nairobi,,,,,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1485,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,Dakar,,,,Completed,,72.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1486,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2017 Alumni ISA,checked,male,,,153.0,,,,,checked,,,68.0%,Malawi,MW,AF,33.9301963,-13.2687204,Africa
1487,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,Nairobi,,,checked,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1488,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,checked,,Environmental,,,None,,76.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1489,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,male,,,214.0,checked,Johannesburg,,,,None,,76.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1490,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,,,184.0,checked,Abidjan,,,checked,,,76.0%,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
1491,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,,,214.0,,London,,,,None,,72.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1492,RoomMaster,Existing Room member,Free Trial,,ALN,checked,female,,,171.0,,Lagos,,,,#REF!,,68.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1493,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,checked,Dar es Salaam,,,,,,72.0%,Tanzania,TZ,AF,35.7878438,-6.5247123,Africa
1494,RoomMaster,Joined post-Sprint - May,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,184.0,checked,,Education,,,,,72.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1495,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,,,214.0,,Lagos,,,,None,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1496,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,,214.0,,Harare,,,,None,,72.0%,Zimbabwe,ZW,AF,29.35365015971339,-19.01688,Africa
1497,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,male,,,214.0,,Lagos,,,,None,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1498,RoomMaster,Existing Room member,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1499,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,Nouakchott,Energy,,checked,Completed,,80.0%,Mauritania,MR,AF,-9.2399263,20.2540382,Africa
1500,RoomMaster,Existing Room member,Founding Member,Senior Leader,Advisory Council,checked,female,,,366.0,,Palo Alto,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
1501,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,checked,,Education,,,Completed,,76.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1502,RoomMaster,Existing Room member,Free Trial,Senior Leader,,checked,male,,,214.0,,San Diego,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
1503,RoomMaster,Existing Room member,Free Trial,Senior Leader,Entrepreneur in Residence,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1504,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,female,,40-50,366.0,,New York,,,checked,Completed,,76.0%,United States of America,US,,-100.4458825,39.7837304,North America
1505,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,female,,,366.0,,Johannesburg,,,,None,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1506,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1507,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,male,,,366.0,,Port Louis,,,,Completed,,68.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1508,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,40-50,214.0,,,,,checked,Completed,,76.0%,Ireland,IE,EU,-7.9794599,52.865196,Europe
1509,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,,,214.0,,Johannesburg,,,,None,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1510,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Abidjan,,,,None,,68.0%,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
1511,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Nairobi,Computer,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1512,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,31.0,,,,,,,,60.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1513,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1514,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Insurance,,checked,Completed,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1515,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2016 Alumni ISA,checked,male,,,153.0,checked,,,,checked,,,72.0%,Morocco,MA,AF,-7.3362482,31.1728205,Africa
1516,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,Insurance,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1517,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2016 Alumni ISA,checked,female,,,153.0,,,,,checked,,,68.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
1518,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Seattle,Social Service,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
1519,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1520,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1521,RoomMaster,XL Dakar,Free Trial,Senior Leader,XL Dakar,checked,female,,40-50,214.0,,Dakar,,,,None,,76.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1522,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,Saint Louis,,,,None,,72.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1523,RoomMaster,Existing Room member,Free Trial,Senior Leader,Staff Alumni,checked,female,,,214.0,,Johannesburg,,,,None,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1524,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,50-60,214.0,,Zurich,,,,Completed,English; French; German,80.0%,Switzerland,CH,EU,8.444947437939408,46.813331250000005,Europe
1525,RoomMaster,Existing Room member,Founding Member,Senior Leader,Advisory Council,checked,female,,,366.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1526,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,checked,Johannesburg,,,,None,,76.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1527,RoomMaster,LP Nairobi 2018,Free Trial,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,,,,,Completed,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1528,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,London,,,,Completed,,72.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1529,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,,female,,,214.0,,,,,,None,,64.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1530,RoomMaster,Existing Room member,Free Trial,Senior Leader,Advisory Council,checked,female,,,214.0,,Accra,,,,Completed,,72.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
1531,RoomMaster,XL Dakar,Free Trial,Young Leader,XL Dakar,checked,female,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1532,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,checked,Dakar,,,,Completed,,76.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1533,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,40-50,214.0,,Nairobi,,,checked,Completed,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1534,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,,214.0,,Saratoga Springs,,,,Completed,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
1535,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
1536,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,male,,,214.0,,Johannesburg,,,,Completed,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1537,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,184.0,,Durban,,,checked,,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1538,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,30-40,214.0,,Nairobi,,,,None,English; French; Swahili,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1539,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,female,,,214.0,,Johannesburg,Financial,,,None,,76.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1540,RoomMaster,,Premium Paying,Mid-career Leader,ALUSB 2017 Alumni ISA,checked,female,,,123.0,checked,,,,checked,,,68.0%,Cameroon,CM,AF,13.1535811,4.6125522,Africa
1541,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1542,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Staff Nomination,checked,female,,,153.0,,,,,,,,64.0%,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
1543,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1544,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,,20-30,214.0,,,Beverage,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1545,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1546,RoomMaster,DSLP Nairobi 2020,Premium Paying,Young Leader,DSLP Nairobi 2020,checked,male,,,214.0,checked,,,,checked,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1547,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,,,214.0,,Lagos,,,,Completed,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1548,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,,,,None,,68.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1549,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,,,,None,,68.0%,Mauritania,MR,AF,-9.2399263,20.2540382,Africa
1550,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1551,RoomMaster,XL Nairobi 2020,Free Trial,Mid-career Leader,XL Nairobi 2020,,female,,,214.0,,Nairobi,Publishing,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1552,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,checked,San Francisco,Entertainment,,,None,,76.0%,United States of America,US,,-100.4458825,39.7837304,North America
1553,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Lagos,,,,None,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1554,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,,,184.0,,Lagos,Computer,,,,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1555,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,,,,checked,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1556,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,Dakar,,,,Completed,,72.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1557,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,,female,,,214.0,,Nairobi,Financial,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1558,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Port Louis,,,,None,,68.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1559,RoomMaster,,Founding Member,Senior Leader,,checked,male,,,92.0,,,,Webinar,,,,56.0%,United States of America,US,,-100.4458825,39.7837304,North America
1560,RoomMaster,AIIP 2020,Free Trial,Mid-career Leader,AIIP 2020,,male,,,214.0,,,,,,None,,64.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
